Date,SBIN.NS,TATAMOTORS.NS,RELIANCE.NS,LT.NS,TATASTEEL.NS
2015-09-14,228.01390075683594,346.6595764160156,412.6302185058594,954.2261962890625,202.0586700439453
2015-09-15,225.73619079589844,334.21466064453125,414.1348876953125,925.8242797851562,191.0281524658203
2015-09-16,229.5162353515625,337.91314697265625,416.785888671875,920.209228515625,192.6158905029297
2015-09-18,234.5562744140625,330.1163024902344,427.7005310058594,915.3963623046875,190.61036682128906
2015-09-21,237.70631408691406,331.56573486328125,419.4369812011719,921.1301879882812,189.2315216064453
2015-09-22,230.63084411621094,315.6721496582031,405.0115051269531,882.3301391601562,183.92518615722656
2015-09-23,232.472412109375,310.17437744140625,406.1817932128906,888.4798583984375,184.67727661132812
2015-09-24,231.697021484375,303.27716064453125,399.9721374511719,868.9609985351562,179.7887725830078
2015-09-28,232.08470153808594,284.8846130371094,398.4913635253906,849.7095336914062,174.85845947265625
2015-09-29,234.4593505859375,288.63311767578125,401.59619140625,859.3353271484375,168.29867553710938
2015-09-30,229.85545349121094,298.4791259765625,411.889892578125,871.2189331054688,177.65785217285156
2015-10-01,227.91697692871094,297.62945556640625,413.0362548828125,885.3901977539062,177.36538696289062
2015-10-05,232.61778259277344,315.02239990234375,424.16583251953125,921.3678588867188,188.01986694335938
2015-10-06,232.7147216796875,333.5649108886719,428.9663391113281,923.8633422851562,190.10894775390625
2015-10-07,236.05860900878906,341.2118225097656,436.48956298828125,917.8621826171875,197.8804473876953
2015-10-08,235.81629943847656,343.1110534667969,424.6912841796875,911.2965698242188,201.22299194335938
2015-10-09,235.96168518066406,356.3056945800781,423.8553771972656,918.8426513671875,209.8301239013672
2015-10-12,237.02784729003906,362.20330810546875,425.95709228515625,923.3583984375,209.62124633789062
2015-10-13,236.30091857910156,360.9538269042969,426.8407287597656,918.486083984375,204.73269653320312
2015-10-14,236.73707580566406,352.1573791503906,431.30694580078125,915.247802734375,207.53211975097656
2015-10-15,241.29251098632812,381.1456298828125,431.6651306152344,927.2206420898438,213.29806518554688
2015-10-16,248.90103149414062,386.59344482421875,436.96722412109375,953.6318359375,211.41787719726562
2015-10-19,246.6717987060547,378.54669189453125,460.2294921875,939.2825317382812,207.57391357421875
2015-10-20,247.0110321044922,382.994873046875,456.9813537597656,934.9746704101562,201.22299194335938
2015-10-21,242.11636352539062,381.29559326171875,456.1693420410156,921.2490234375,204.23133850097656
2015-10-23,245.6056365966797,382.8449401855469,456.4798278808594,897.3926391601562,205.56837463378906
2015-10-26,243.52175903320312,384.4443054199219,450.36572265625,896.2933349609375,208.61846923828125
2015-10-27,241.14712524414062,383.19482421875,448.7894287109375,888.1531982421875,205.52659606933594
2015-10-28,234.604736328125,386.1435852050781,447.5475158691406,886.9647216796875,206.52935791015625
2015-10-29,229.66160583496094,391.0416259765625,449.48199462890625,873.892822265625,206.9053955078125
2015-10-30,229.758544921875,384.7941589355469,452.6824035644531,838.241943359375,206.0697479248047
2015-11-02,229.6131591796875,387.79296875,458.4621276855469,825.1104736328125,199.63528442382812
2015-11-03,228.69236755371094,381.89532470703125,461.9968566894531,815.98974609375,196.96124267578125
2015-11-04,231.6485595703125,404.68609619140625,454.4020080566406,812.9000244140625,196.71051025390625
2015-11-05,226.7054443359375,403.8364562988281,447.3803405761719,813.4050903320312,188.35411071777344
2015-11-06,235.5255126953125,395.9896240234375,454.92742919921875,818.3367309570312,184.050537109375
2015-11-09,238.53016662597656,411.58331298828125,459.15478515625,807.522705078125,185.72181701660156
2015-11-10,233.7808837890625,407.2850646972656,440.7646789550781,801.1946411132812,182.21212768554688
2015-11-13,232.86012268066406,403.7864685058594,445.68463134765625,790.9747314453125,186.0560760498047
2015-11-16,240.66250610351562,400.08795166015625,446.28167724609375,806.3937377929688,192.69943237304688
2015-11-17,240.22634887695312,407.33502197265625,443.15301513671875,803.1851806640625,196.00025939941406
2015-11-18,233.5870361328125,406.0855407714844,435.6297607421875,798.8475952148438,188.7301483154297
2015-11-19,236.39784240722656,406.7852783203125,446.49664306640625,807.4633178710938,191.1534881591797
2015-11-20,235.47706604003906,402.6869201660156,452.2763977050781,812.1572875976562,192.19805908203125
2015-11-23,235.23475646972656,401.9372253417969,455.5722351074219,813.3753051757812,187.56024169921875
2015-11-24,233.9747314453125,400.7876892089844,462.23565673828125,797.12451171875,187.4766845703125
2015-11-26,235.04090881347656,424.2281799316406,472.24273681640625,791.8362426757812,190.44320678710938
2015-11-27,242.01943969726562,417.4809265136719,467.65716552734375,811.0580444335938,193.24261474609375
2015-11-30,241.00173950195312,423.32855224609375,461.9490661621094,816.76220703125,191.3624267578125
2015-12-01,242.50404357910156,417.1810607910156,461.37591552734375,810.9689331054688,198.50717163085938
2015-12-02,237.07630920410156,412.98272705078125,467.1317138671875,804.52197265625,203.771728515625
2015-12-03,233.68397521972656,405.435791015625,466.7734680175781,800.8678588867188,200.6798553466797
2015-12-04,233.68397521972656,399.7880859375,461.16094970703125,796.1143188476562,200.763427734375
2015-12-07,231.309326171875,398.9884033203125,454.7602233886719,796.8867797851562,203.52102661132812
2015-12-08,228.69236755371094,402.2370910644531,449.43426513671875,785.567626953125,196.16737365722656
2015-12-09,227.1900634765625,393.79052734375,437.49267578125,772.8521728515625,189.56578063964844
2015-12-10,224.81541442871094,389.4422912597656,453.9482421875,778.9425659179688,194.7050018310547
2015-12-11,220.30844116210938,377.7969970703125,455.1901550292969,763.96923828125,201.30657958984375
2015-12-14,218.9999542236328,371.4495544433594,456.21710205078125,757.2251586914062,204.73269653320312
2015-12-15,219.4361114501953,379.34637451171875,466.15252685546875,762.4540405273438,204.18955993652344
2015-12-16,220.30844116210938,380.2959899902344,467.4660949707031,761.0873413085938,204.48204040527344
2015-12-17,223.79771423339844,382.79498291015625,482.2975769042969,770.1783447265625,214.8440399169922
2015-12-18,219.53305053710938,378.09686279296875,473.7951354980469,764.9495849609375,213.63232421875
2015-12-21,223.36154174804688,379.99609375,473.89068603515625,766.6726684570312,215.9721221923828
2015-12-22,221.32615661621094,377.9469299316406,471.597900390625,760.67138671875,215.09469604492188
2015-12-23,222.58616638183594,378.29681396484375,479.4793395996094,767.0886840820312,220.98599243164062
2015-12-24,221.27769470214844,382.24517822265625,477.92694091796875,769.1682739257812,220.0667724609375
2015-12-28,221.8592071533203,393.8404846191406,482.6319274902344,769.5545043945312,212.33706665039062
2015-12-29,221.18075561523438,391.6913757324219,485.020263671875,766.22705078125,213.33984375
2015-12-30,218.85459899902344,393.2907409667969,479.813720703125,762.6321411132812,216.18104553222656
2015-12-31,217.5460968017578,391.1415710449219,484.6381530761719,757.8489990234375,217.10025024414062
2016-01-01,220.79307556152344,401.7373046875,484.9963684082031,766.0191040039062,215.09469604492188
2016-01-04,213.9114532470703,376.8973388671875,475.41925048828125,746.2625122070312,214.6768798828125
2016-01-05,211.0522003173828,374.2984313964844,480.12420654296875,746.8270263671875,229.21710205078125
2016-01-06,210.17987060546875,365.7518615722656,493.0450134277344,734.9136352539062,224.57925415039062
2016-01-07,203.1044158935547,343.4109191894531,483.9932556152344,716.82080078125,208.82737731933594
2016-01-08,202.5228729248047,353.20697021484375,489.9640808105469,700.5995483398438,211.9192657470703
2016-01-11,198.01589965820312,360.05419921875,502.3117370605469,697.1830444335938,210.2897491455078
2016-01-12,193.26661682128906,354.8562927246094,499.3740234375,700.6293334960938,205.35948181152344
2016-01-13,194.72047424316406,364.452392578125,514.3727416992188,687.3196411132812,206.0697479248047
2016-01-14,190.01966857910156,354.15655517578125,507.11224365234375,674.1882934570312,199.5099639892578
2016-01-15,178.63108825683594,341.16180419921875,512.6770629882812,658.2939453125,191.9473876953125
2016-01-18,175.43260192871094,340.0622863769531,485.7128601074219,643.82568359375,197.12838745117188
2016-01-19,177.32260131835938,354.0066223144531,498.4903869628906,667.236328125,198.88320922851562
2016-01-20,168.30865478515625,342.1114501953125,479.83758544921875,663.1661987304688,193.86935424804688
2016-01-21,170.19869995117188,328.4169921875,470.11712646484375,655.2042236328125,196.87767028808594
2016-01-22,178.92185974121094,339.362548828125,479.6465148925781,678.6743774414062,207.07252502441406
2016-01-25,177.32260131835938,332.4653625488281,479.5509948730469,662.0075073242188,213.00559997558594
2016-01-27,178.72799682617188,336.9135437011719,477.353759765625,658.2344970703125,215.26182556152344
2016-01-28,179.55186462402344,334.0647277832031,485.7367248535156,638.4481811523438,212.42063903808594
2016-01-29,174.36642456054688,336.76361083984375,494.57354736328125,654.580322265625,208.66026306152344
2016-02-01,167.4363555908203,338.36297607421875,492.137451171875,666.70166015625,208.32598876953125
2016-02-02,164.18939208984375,329.41656494140625,478.2135009765625,666.6124267578125,193.4097442626953
2016-02-03,160.94244384765625,320.1703186035156,468.7796936035156,658.8286743164062,187.18421936035156
2016-02-04,157.84088134765625,325.36822509765625,464.79119873046875,674.8121948242188,188.81370544433594
2016-02-05,163.02630615234375,336.9635314941406,463.7641906738281,677.3078002929688,195.41531372070312
2016-02-08,166.85479736328125,323.3690490722656,459.0592346191406,671.6035766601562,195.62420654296875
2016-02-09,161.9116973876953,310.52423095703125,457.363525390625,662.0372924804688,196.7941131591797
2016-02-10,154.1092987060547,291.43194580078125,459.82342529296875,665.8399658203125,196.96124267578125
2016-02-11,149.50540161132812,276.2381286621094,441.62445068359375,649.0840454101562,187.60203552246094
2016-02-12,150.03848266601562,298.2292175292969,433.0264892578125,626.0595703125,181.7525177001953
2016-02-15,162.68707275390625,317.1215515136719,452.2286071777344,682.9524536132812,206.1533203125
2016-02-16,151.58926391601562,301.028076171875,444.490478515625,655.9766845703125,204.6073760986328
2016-02-17,154.0608367919922,310.0244445800781,455.0229797363281,666.9392700195312,209.9554901123047
2016-02-18,154.8846893310547,313.8728942871094,449.0521545410156,683.1010131835938,209.62124633789062
2016-02-19,159.6339569091797,318.0711975097656,451.08221435546875,683.6061401367188,211.62677001953125
2016-02-22,159.87628173828125,318.7209167480469,459.65631103515625,683.1604614257812,213.29806518554688
2016-02-23,153.6246795654297,318.4210205078125,453.6138000488281,671.5145263671875,211.8774871826172
2016-02-24,151.4923553466797,306.1759948730469,455.0468444824219,661.2648315429688,207.1560821533203
2016-02-25,147.13076782226562,298.07928466796875,450.9627990722656,645.5487060546875,207.36502075195312
2016-02-26,151.10464477539062,301.67779541015625,453.9482421875,659.9279174804688,207.6156768798828
2016-02-29,153.86697387695312,299.57867431640625,461.7341003417969,639.3395385742188,208.1588592529297
2016-03-01,157.06549072265625,315.22235107421875,468.73187255859375,667.83056640625,214.80223083496094
2016-03-02,175.57798767089844,316.97161865234375,478.3807373046875,676.1194458007812,223.57650756835938
2016-03-03,177.12875366210938,336.5636901855469,483.8022155761719,717.2366333007812,239.87155151367188
2016-03-04,182.60496520996094,343.3609313964844,480.7212829589844,708.9777221679688,241.12501525878906
2016-03-08,177.71031188964844,345.9098815917969,490.5611572265625,705.5611572265625,243.84085083007812
2016-03-09,177.75877380371094,347.55926513671875,497.5827941894531,720.6533203125,246.8491668701172
2016-03-10,174.94796752929688,348.3589172363281,483.27679443359375,704.7886962890625,247.93551635742188
2016-03-11,174.56028747558594,354.1065979003906,484.5903625488281,704.4915771484375,245.72103881835938
2016-03-14,176.15951538085938,366.3016662597656,487.09808349609375,703.6300659179688,247.93551635742188
2016-03-15,179.60032653808594,360.25408935546875,487.45635986328125,701.5802001953125,251.0691680908203
2016-03-16,179.50340270996094,359.4044189453125,488.0534362792969,703.0357666015625,250.27529907226562
2016-03-17,180.61802673339844,360.7538757324219,490.3459167480469,709.00732421875,247.26699829101562
2016-03-18,185.36729431152344,365.90179443359375,495.75128173828125,712.6021118164062,252.53158569335938
2016-03-21,190.74659729003906,374.5483093261719,500.6258239746094,729.7442626953125,253.65965270996094
2016-03-22,191.42506408691406,377.04730224609375,505.7174987792969,735.1809692382812,258.8824462890625
2016-03-23,190.55276489257812,376.8473815917969,496.716552734375,738.300537109375,265.0661926269531
2016-03-28,182.50804138183594,363.1529235839844,492.4694519042969,716.7911987304688,249.98284912109375
2016-03-29,183.671142578125,372.2992248535156,500.1190490722656,709.4232177734375,253.91036987304688
2016-03-30,191.47352600097656,388.44268798828125,505.33135986328125,729.6848754882812,270.9992980957031
2016-03-31,188.2750244140625,386.4435119628906,504.4385681152344,722.94091796875,267.1553039550781
2016-04-01,189.6319580078125,379.4963073730469,499.2503356933594,735.53759765625,265.52581787109375
2016-04-04,188.71119689941406,388.2427673339844,499.5399169921875,734.3195190429688,267.698486328125
2016-04-05,178.67955017089844,370.3500061035156,495.6306457519531,710.13623046875,260.9715576171875
2016-04-06,178.19493103027344,376.5475158691406,498.9124755859375,720.0591430664062,274.5507507324219
2016-04-07,176.35336303710938,375.0481262207031,500.6016540527344,702.8574829101562,270.4978942871094
2016-04-08,177.468017578125,371.29962158203125,500.16729736328125,708.4130859375,269.1608581542969
2016-04-11,182.45957946777344,386.49346923828125,502.0736999511719,720.9503784179688,276.72344970703125
2016-04-12,182.0234375,395.6397399902344,505.5002746582031,726.3277587890625,271.1663818359375
2016-04-13,185.997314453125,408.58453369140625,514.5011596679688,733.7550048828125,278.1440124511719
2016-04-18,181.00572204589844,407.1850891113281,513.8738403320312,744.5096435546875,280.4002380371094
2016-04-20,181.538818359375,403.9364013671875,500.6258239746094,752.204345703125,298.7008361816406
2016-04-21,188.37196350097656,411.3334045410156,502.4839172363281,743.8857421875,296.2774963378906
2016-04-22,193.99356079101562,416.8311767578125,501.42205810546875,751.69921875,295.5254211425781
2016-04-25,190.98890686035156,412.03314208984375,490.7802429199219,751.93701171875,290.3444519042969
2016-04-26,194.76893615722656,418.8803405761719,490.8043518066406,761.1467895507812,299.661865234375
2016-04-27,190.11659240722656,418.38055419921875,491.9867858886719,758.4432373046875,298.11590576171875
2016-04-28,186.14271545410156,411.1834716796875,481.0312805175781,748.4015502929688,290.46978759765625
2016-04-29,183.18650817871094,408.1846923828125,474.27447509765625,745.4603881835938,293.3945007324219
2016-05-02,180.27879333496094,407.53497314453125,476.32568359375,743.1727294921875,289.9266052246094
2016-05-03,178.38877868652344,409.4841613769531,470.9444274902344,743.5589599609375,291.55609130859375
2016-05-04,174.41488647460938,381.6454162597656,472.054443359375,740.8258056640625,274.7178955078125
2016-05-05,174.80258178710938,390.99163818359375,470.6789855957031,756.8983154296875,277.2666320800781
2016-05-06,178.67955017089844,398.5386047363281,467.638427734375,748.9363403320312,275.177490234375
2016-05-09,182.89573669433594,403.18670654296875,474.4675598144531,769.1979370117188,274.67608642578125
2016-05-10,183.671142578125,388.79254150390625,474.2021179199219,784.3495483398438,274.1329345703125
2016-05-11,179.30955505371094,379.69622802734375,470.7513732910156,788.9247436523438,275.5953369140625
2016-05-12,182.701904296875,386.893310546875,479.1490173339844,782.0026245117188,276.2638244628906
2016-05-13,179.16416931152344,389.7921447753906,472.07855224609375,764.4146728515625,269.6205139160156
2016-05-16,171.36178588867188,392.5410461425781,471.016845703125,762.4837646484375,272.754150390625
2016-05-17,171.41024780273438,389.542236328125,467.7349548339844,767.1480712890625,273.380859375
2016-05-18,174.41488647460938,384.6942138671875,468.4106140136719,778.2888793945312,274.9685974121094
2016-05-19,167.3878936767578,386.7433776855469,459.0718688964844,752.29345703125,272.6287536621094
2016-05-20,166.0794219970703,384.29437255859375,450.8672180175781,745.7575073242188,269.6205139160156
2016-05-23,163.22015380859375,381.595458984375,448.84027099609375,737.498291015625,262.0160827636719
2016-05-24,164.2863311767578,388.9424743652344,453.8836669921875,738.0628051757812,265.4840087890625
2016-05-25,169.71408081054688,396.83929443359375,459.0718688964844,767.4451293945312,271.25
2016-05-26,178.48570251464844,399.08837890625,456.97247314453125,875.9130249023438,271.7513427734375
2016-05-27,189.87428283691406,403.7364807128906,470.4134826660156,876.3585815429688,275.4281921386719
2016-05-30,192.73353576660156,421.0794677734375,467.517822265625,883.607666015625,269.3697814941406
2016-05-31,198.64590454101562,459.4638977050781,462.28131103515625,875.5564575195312,279.3974914550781
2016-06-01,192.15199279785156,449.0181579589844,460.2301330566406,870.5059204101562,277.55908203125
2016-06-02,194.38125610351562,453.2664489746094,461.50909423828125,877.7548828125,284.66204833984375
2016-06-03,193.05560302734375,453.7662353515625,463.1500244140625,867.86181640625,282.90716552734375
2016-06-06,195.31411743164062,460.3135681152344,460.8092956542969,872.3775634765625,282.322265625
2016-06-07,206.36129760742188,462.8625183105469,460.92999267578125,884.0828857421875,286.29156494140625
2016-06-08,206.90139770507812,465.9612731933594,460.4714660644531,897.9274291992188,285.3723449707031
2016-06-09,206.16490173339844,466.96087646484375,468.7002258300781,886.1923217773438,285.8319091796875
2016-06-10,202.2370147705078,456.7650146484375,471.3787841796875,883.964111328125,279.43927001953125
2016-06-13,198.16183471679688,444.0701599121094,473.5022888183594,871.1595458984375,269.9964904785156
2016-06-14,203.95547485351562,448.2184753417969,471.1615905761719,867.8320922851562,271.5424499511719
2016-06-15,212.15493774414062,451.9169921875,475.1915283203125,899.4723510742188,275.97137451171875
2016-06-16,212.1058349609375,454.16607666015625,471.18572998046875,887.8263549804688,276.18023681640625
2016-06-17,209.601806640625,464.21197509765625,470.5100402832031,879.5375366210938,271.96026611328125
2016-06-20,212.00762939453125,481.8548278808594,477.89422607421875,895.4616088867188,280.9852294921875
2016-06-21,210.1418914794922,484.70367431640625,476.3980712890625,888.1828002929688,279.1468200683594
2016-06-22,209.0617218017578,472.5086364746094,473.2127380371094,886.2517700195312,277.80975341796875
2016-06-23,213.62789916992188,487.7524719238281,473.1886291503906,890.4407348632812,279.063232421875
2016-06-24,207.4414825439453,449.2180480957031,459.1925048828125,850.0363159179688,261.2640075683594
2016-06-27,213.235107421875,448.76824951171875,461.21954345703125,871.5159912109375,259.4674072265625
2016-06-28,212.00762939453125,440.2217102050781,462.2572021484375,875.8534545898438,260.30303955078125
2016-06-29,213.28421020507812,447.0689392089844,466.6490173339844,881.2903442382812,262.0578918457031
2016-06-30,214.85536193847656,459.0640869140625,467.7349548339844,889.1929931640625,269.0355224609375
2016-07-01,215.6409454345703,457.7146301269531,469.81024169921875,916.6144409179688,274.17474365234375
2016-07-04,218.97962951660156,469.3099365234375,476.20501708984375,931.7363891601562,276.8070068359375
2016-07-05,219.4706268310547,460.7134094238281,479.2937927246094,936.4896850585938,278.8125305175781
2016-07-07,216.08282470703125,454.9657287597656,476.78411865234375,923.655517578125,265.4840087890625
2016-07-08,214.3643798828125,466.1112060546875,472.1992492675781,910.6725463867188,266.0272216796875
2016-07-11,220.64898681640625,484.40380859375,479.00421142578125,926.8046875,273.2555236816406
2016-07-12,222.61293029785156,484.1039123535156,484.26483154296875,931.6769409179688,286.0408935546875
2016-07-13,223.59490966796875,480.9052429199219,486.84686279296875,921.8135986328125,298.9515075683594
2016-07-14,227.8173828125,485.9032287597656,484.98876953125,929.5675659179688,300.2467956542969
2016-07-15,227.32638549804688,493.8000183105469,488.5118713378906,942.2830200195312,311.61151123046875
2016-07-18,224.6259765625,492.6499938964844,485.6402893066406,935.479736328125,305.5531311035156
2016-07-19,225.46066284179688,499.25,491.2146301269531,934.5289916992188,309.3971252441406
2016-07-20,226.98269653320312,493.8999938964844,493.7242431640625,933.3701782226562,307.8929443359375
2016-07-21,221.5818634033203,491.04998779296875,485.6885681152344,925.4677734375,302.7537536621094
2016-07-22,219.4706268310547,507.20001220703125,489.7908630371094,935.2420654296875,305.3860168457031
2016-07-25,225.75523376464844,509.0,493.6035461425781,942.312744140625,303.8818664550781
2016-07-26,222.61293029785156,503.25,494.2310485839844,946.353271484375,307.3498229980469
2016-07-27,225.11695861816406,510.1000061035156,488.9462585449219,951.9682006835938,303.3805236816406
2016-07-28,226.8354034423828,506.8500061035156,495.341064453125,937.1731567382812,298.93719482421875
2016-07-29,225.2642364501953,503.20001220703125,489.81500244140625,926.2401123046875,303.3804626464844
2016-08-01,223.20211791992188,508.25,487.2088623046875,887.5292358398438,311.7542724609375
2016-08-02,223.9385986328125,493.29998779296875,488.8014831542969,893.26318359375,309.1908874511719
2016-08-03,222.56382751464844,478.3999938964844,479.70404052734375,878.55712890625,305.9438781738281
2016-08-04,221.5818634033203,500.0,479.24554443359375,872.9420776367188,319.4018249511719
2016-08-05,228.55386352539062,516.4000244140625,490.466552734375,898.5215454101562,326.15216064453125
2016-08-08,229.0448455810547,514.7999877929688,496.7406311035156,895.52099609375,324.3150634765625
2016-08-09,230.91058349609375,513.7999877929688,497.4404602050781,891.8370361328125,320.7262878417969
2016-08-10,227.32638549804688,503.45001220703125,484.3854675292969,881.2903442382812,316.4111633300781
2016-08-11,223.0548095703125,503.25,489.4289245605469,876.2398071289062,314.74493408203125
2016-08-12,238.91366577148438,516.7999877929688,499.90185546875,886.459716796875,320.2135925292969
2016-08-16,242.3014678955078,507.6000061035156,494.6412658691406,895.045654296875,323.9732666015625
2016-08-17,241.8104705810547,510.3999938964844,489.0428161621094,892.7581176757812,334.8250732421875
2016-08-18,243.9217071533203,512.0499877929688,491.3352966308594,891.4647827148438,330.85174560546875
2016-08-19,253.83963012695312,510.0,489.81500244140625,898.8330688476562,335.0814208984375
2016-08-22,250.20632934570312,503.95001220703125,488.3429870605469,897.8106079101562,331.66351318359375
2016-08-23,250.1572265625,504.0,487.6673583984375,888.4874877929688,329.10009765625
2016-08-24,249.81353759765625,498.3500061035156,492.5177001953125,886.2919311523438,324.6568298339844
2016-08-25,245.64015197753906,493.8500061035156,488.75323486328125,874.9539794921875,318.1201477050781
2016-08-26,242.1541748046875,503.75,496.089111328125,858.443115234375,315.68487548828125
2016-08-29,244.55999755859375,525.2999877929688,510.3506164550781,877.8711547851562,319.3591613769531
2016-08-30,247.70230102539062,529.0,514.6701049804688,887.585205078125,322.7770080566406
2016-08-31,247.9477996826172,537.7000122070312,511.581298828125,910.020751953125,316.24029541015625
2016-09-01,247.45681762695312,543.6500244140625,496.716552734375,906.5020751953125,320.08538818359375
2016-09-02,250.0099334716797,549.8499755859375,489.06695556640625,905.2689208984375,319.7436218261719
2016-09-06,255.4107666015625,588.7000122070312,492.22808837890625,912.0957641601562,329.61279296875
2016-09-07,261.989990234375,587.4000244140625,491.1422119140625,913.2086181640625,333.2015380859375
2016-09-08,263.51202392578125,584.2000122070312,498.7435302734375,925.9901733398438,344.3524475097656
2016-09-09,259.3386535644531,573.25,504.1247863769531,912.8778686523438,337.17486572265625
2016-09-12,248.1932830810547,553.4500122070312,505.0659484863281,880.0966796875,318.9746398925781
2016-09-14,252.90673828125,560.5,504.2213134765625,887.3746948242188,319.4873046875
2016-09-15,251.38470458984375,557.5499877929688,513.994384765625,884.337158203125,313.0787353515625
2016-09-16,249.71534729003906,548.7000122070312,519.0861206054688,886.1116333007812,306.6274719238281
2016-09-19,251.04100036621094,554.4500122070312,522.3921508789062,890.0813598632812,309.02001953125
2016-09-20,249.86264038085938,548.4500122070312,518.4346313476562,887.7656860351562,312.3951721191406
2016-09-21,246.62213134765625,549.9000244140625,517.4934692382812,885.4500122070312,315.98394775390625
2016-09-22,253.2504425048828,558.4500122070312,525.5533447265625,902.2013549804688,322.34979248046875
2016-09-23,249.96083068847656,553.0499877929688,532.2376708984375,900.4268798828125,317.86376953125
2016-09-26,247.1131134033203,535.2999877929688,534.3611450195312,881.6004028320312,315.9412536621094
2016-09-27,244.51089477539062,531.9500122070312,535.9537963867188,863.9767456054688,314.4031982421875
2016-09-28,249.17526245117188,540.0,526.3738403320312,875.7059326171875,324.9986267089844
2016-09-29,242.79244995117188,526.2999877929688,517.5900268554688,864.6986694335938,315.1294860839844
2016-09-30,246.7203369140625,534.8499755859375,523.01953125,862.0220336914062,319.78631591796875
2016-10-03,250.69732666015625,540.7999877929688,526.3978881835938,884.6078491210938,327.1348571777344
2016-10-04,255.06707763671875,549.9500122070312,529.124755859375,871.645751953125,334.2269287109375
2016-10-05,256.14727783203125,559.6500244140625,525.7704467773438,874.5328979492188,333.8423767089844
2016-10-06,252.17025756835938,551.4500122070312,536.0986328125,874.8637084960938,333.11614990234375
2016-10-07,254.03602600097656,565.7000122070312,535.2299194335938,876.33740234375,347.3858337402344
2016-10-10,251.973876953125,562.0499877929688,529.124755859375,872.1571044921875,357.5113220214844
2016-10-13,245.149169921875,544.8499755859375,510.20587158203125,865.1798095703125,353.58074951171875
2016-10-14,247.5550079345703,556.0999755859375,520.0996704101562,887.1040649414062,352.2990417480469
2016-10-17,248.6351776123047,547.5499877929688,511.8950500488281,870.9240112304688,351.017333984375
2016-10-18,252.26846313476562,554.25,521.7646484375,895.1640014648438,363.1081237792969
2016-10-19,250.79551696777344,550.5,524.7810668945312,896.84814453125,364.00531005859375
2016-10-20,255.50897216796875,546.8499755859375,524.8776245117188,904.4268798828125,366.1842041015625
2016-10-21,253.83963012695312,544.5,513.6083374023438,908.7576904296875,365.0306701660156
2016-10-24,258.20941162109375,559.7999877929688,513.1739501953125,897.8106079101562,364.04803466796875
